code_switched,arabic,english
وأنا رأى بقى الشخصى إنه البنت إزاى تقدر إنها تتعامل مع الولاد من غير ما تخسر نفسها وتخليه إن هو يتجه اتجاهات تانية تبقى هى مفكرة جدا ومتكتكة ومشغلة مخها,وأنا رأى بقى الشخصى إنه البنت إزاى تقدر إنها تتعامل مع الولاد من غير ما تخسر نفسها وتخليه إن هو يتجه اتجاهات تانية تبقى هى مفكرة جدا ومتكتكة ومشغلة مخها,"My personal opinion is how a girl can deal with boys without losing herself, and let the boy thinks by another way, and at the same time girls must think and put plans ."
جدا بحب أسمع أغانى جدا,جدا بحب أسمع أغانى جدا,"Very much, I like listening to songs very much."
لأ بحب كله، عربي و English و كل الانواع يعني مش نوع حتى معين خالص مافيش اي حاجة ..,لأ بحب كله، عربي و إنجليزي و كل الانواع يعني مش نوع حتى معين خالص مافيش اي حاجة ..,"No, I like anything, Arabic and English, and any type of song, there isn't a certain type of songs."
الحزين بقى بسمعه بس ماببقاش عايزة اسمعه على طول عشان بيكئب أكثر، فاهمة؟,الحزين بقى بسمعه بس ماببقاش عايزة اسمعه على طول عشان بيكئب أكثر، فاهمة؟,"I listen to sad songs, but, I don't like to hear this type of songs a lot as it can depress me, do you understand? ."
وقت الجامعة دخلت كت فى حاجة اسمها .. اقول اسمها؟ Okay كان في حاجة كده related بالبورصة بس أنا كنت ماسكة media department فيها,وقت الجامعة دخلت كت فى حاجة اسمها .. اقول اسمها؟ تمام كان في حاجة كده مرتبط بالبورصة بس أنا كنت ماسكة قسم الإعلام فيها,"During the time of university, I was at something called .. do you want me to say its name? Okay, there was something related to the stock exchange, but, I was responsible for the Media Department there."
كان فى حاجة تانية اه كانت charity برضه كنت ماسكة ال+charity فيها,كان فى حاجة تانية اه كانت خيرية برضه كنت ماسكة أعمال خيرية فيها,"There was another thing, yes, it was a charity, I was the one responsible for the charity there."
كنا بن+help الناس عامة من .. من داخل الجامعة إن الجامعة بقى ليها دور,كنا بنساعد الناس عامة من .. من داخل الجامعة إن الجامعة بقى ليها دور,"We were helping people from .. from inside the university, the university became to have a role."
كان فى برده ثانية حاجه ثانية entertainment كنت فى التلاته دول مع بعض، فدي كانت حاجات كده كنت بحب انوع يعنى بس فى المدرسه ماكانش فى خالص مادخلتش,كان فى برده ثانية حاجه ثانية ترفيهية كنت فى التلاته دول مع بعض، فدي كانت حاجات كده كنت بحب انوع يعنى بس فى المدرسه ماكانش فى خالص مادخلتش,"there was another thing, it was entertainment, those 3 things together, those were things I liked mostly. When, I was at school, there wasn't anything from these."
بصى هو انا هنا فى ال .. في ال+channel بتاعت الجامعه دى أنا presenter,بصى هو انا هنا فى ال .. في القناة بتاعت الجامعه دى أنا مذيعة,"Look, I am here at the .. at the channel of this university, I am the presenter."
وهى كده كده أصلا من ساعه ما اتولدت هو ال+dream*job بتاعتى ان انا ابقى presenter فلو ماكنتش يعنى أشتغلت هنا انا كنت برضه ه .. انا اصلا كنت برمى نفسى على الناس انا بخبط عليهم انا عايزة أشتغل,وهى كده كده أصلا من ساعه ما اتولدت هو وظيفة الأحلام بتاعتى ان انا ابقى مذيعة فلو ماكنتش يعنى أشتغلت هنا انا كنت برضه ه .. انا اصلا كنت برمى نفسى على الناس انا بخبط عليهم انا عايزة أشتغل,"Look, since I was a child, my dream job was to be a presenter, so, if I didn't take the chance to work there, I would .. actually I was asking anyone about a job, i.e. to have a job."
ده بجد,ده بجد,That was really.
يعنى لغاية ما وصلت هنا اه بشتغل مع الجامعة فى online channel تانية مش related للجامعة ف+still كذا حد يقولى الموضوع صعب أوى، بلاش، سيبيه، مفيش بقى، ماتلاقينيش خالص أنا مصممة على ال .. فعشان هنا او هنا انا برضه هو ده my dream job,يعنى لغاية ما وصلت هنا اه بشتغل مع الجامعة فى قناة على الانترنت تانية مش مرتبطة بالجامعة فلسه كذا حد يقولى الموضوع صعب أوى، بلاش، سيبيه، مفيش بقى، ماتلاقينيش خالص أنا مصممة على ال .. فعشان هنا او هنا انا برضه هي دي وظيفة أحلامي,"So, till I came here, yes, I am working with the university, but, in another online channel not related to the university, so, still more than 1 person tell me that it is very difficult and it is better to leave this job, but, it is difficult to find another, then, I insist on the .. that's why here or there it will be my dream job."
أخدت internship فى Berlin من قريب,أخدت تدريب فى برلين من قريب,I have taken my internship in Berlin from a very short time.
كانت حاجة related بال+social*media بس fashion و قالوا ان فى نفس الوقت إن أنا presenter فأكيد فاهمة شوية فى ال+fashion و ال+style و الحاجات دي فإن أنا ممكن اساعدها,كانت حاجة مرتبطة بوسائل التواصل الاجتماعي بس أزياء و قالوا ان فى نفس الوقت إن أنا مذيعة فأكيد فاهمة شوية فى الموضة و الذوق و الحاجات دي فإن أنا ممكن اساعدها,"it was something related to the social media, but mostly fashion, they said as I am the presenter so, of course I will have a background about fashion and style, so, I can help."
كانت two to three weeks و رجعت على طول يعنى ماطولتش خالص,كانت اسبوعين تلاتة و رجعت على طول يعنى ماطولتش خالص,It was for two to three weeks only and returned back.
بصى هى دى ليها حلاوتها ودى ليها حلاوتها اه بتوحشنى بجد و أنا student كنت بجد عايشة حياتى، و بنام براحتى و بخرج براحتى دلوقت حاسة ب+stress اكتر,بصى هى دى ليها حلاوتها ودى ليها حلاوتها اه بتوحشنى بجد و أنا طالبة كنت بجد عايشة حياتى، و بنام براحتى و بخرج براحتى دلوقت حاسة بضغط اكتر,"Look, every stage has its own positive points, I miss those days. When I was a student I was enjoying my life, I was sleeping or going outside at any time, but, now I feel with more stress."
يعنى وقتها كنت حاسه ب+stress بس دلوقتى عرفت ان ال+stress حاجه ثانيه خالص,يعنى وقتها كنت حاسه بضغط بس دلوقتى عرفت ان الضغط حاجه ثانيه خالص,"At the time when I was a student, I was feeling with stress, but, now I know that stress is much more."
أنتى تفكرى أنك عايز تكبرى، نفسك تبقى أحسن، بتفكرى طب ها الخطوه اللي جايه ايه,أنتى تفكرى أنك عايز تكبرى، نفسك تبقى أحسن، بتفكرى طب ها الخطوه اللي جايه ايه,"You think you want to get old, want to be better, think what the next step is."
دى حلوه و دى حلوه بس اكيد برضه اللى انا فيه ده حلو بصراحه,دى حلوه و دى حلوه بس اكيد برضه اللى انا فيه ده حلو بصراحه,"This is good and that's good, but, of course what I am in is good as well."
اه سافرت Paris روحتها زمان بس من فترة كبيرة,اه سافرت باريس روحتها زمان بس من فترة كبيرة,"Yes, I traveled to Paris before, but, it was a from a very long time."
سافرت برضه Berlin كذا مره,سافرت برضه برلين كذا مره,"I traveled to Berlin as well, more than 1 time."
سافرت Italy,سافرت ايطاليا,I traveled to Italy.
فسح أغلبها,فسح أغلبها,Mostly were outings.
سافرت ماليزيا عشان انا عندى قربتى ماليزية فسافرت هناك,سافرت ماليزيا عشان انا عندى قربتى ماليزية فسافرت هناك,"I traveled to Malaysia because one of my relatives is from Malaysia, that's why I went there."
سافرت Thailand,سافرت تايلاند,I traveled to Thailand.
كل حاجه بقى ليها ال+culture بتاعتها ف .. فحلو انك تبقى بتعرف كل حاجه كده مختلفة,كل حاجه بقى ليها الثقافة بتاعتها ف .. فحلو انك تبقى بتعرف كل حاجه كده مختلفة,"Every place has its own culture, so, it is something good to know different and new things."
بص هى Thailand اكثر واحده كانت مختلفة عن تقريبا كل الحاجات الثانيه لإن تايلاند دى الديانة بوزيه ديانة حاجه مختلفه جدا,بص هى تايلاند اكثر واحده كانت مختلفة عن تقريبا كل الحاجات الثانيه لإن تايلاند دى الديانة بوزيه ديانة حاجه مختلفه جدا,"Look, Thailand is the most different culture from us and from any other culture, because in Thailand, the religion is Buddhism., it is a very different religion."
ال .. الاكل وحش جدا,ال .. الاكل وحش جدا,The .. the food was awful .
بجد ماكتش عارفة اكل ولا حاجة,بجد ماكتش عارفة اكل ولا حاجة,"Actually, I didn't find anything I can eat there."
بياكلوا حشرات و بياكلوا الاكل نى,بياكلوا حشرات و بياكلوا الاكل نى,They are eating insects and uncooked food.
يعنى فى ماليزيا برضه كانت شويه Asian و كان اه شبهها بس Malaysia بلد يعنى حاسسها بلد الناس فى ناس وفى أجانب وفى كل حاجه فكل حاجه ليها .. ليها ال .. الحاجه بتاعتها، الطابع بتاعها يعنى,يعنى فى ماليزيا برضه كانت شويه أسيوي و كان اه شبهها بس ماليزيا بلد يعنى حاسسها بلد الناس فى ناس وفى أجانب وفى كل حاجه فكل حاجه ليها .. ليها ال .. الحاجه بتاعتها، الطابع بتاعها يعنى,"In Malaysia, it was a little bit Asian, yes, it was similar to it, but in Malaysia is a country which has foreigners and it has everything you need. So, everything has .. has the .. things known by its country, every country has its own culture."
طبعا بقى Europe دى حاجه ثانيه خالص,طبعا بقى أوروبا دى حاجه ثانيه خالص,Of course Europe is something completely different.
احنا بنتكلم فى حاجه ثانيه خالص,احنا بنتكلم فى حاجه ثانيه خالص,We are talking on something completely different.
هى يمكن Asia دى عملت فيها activities زى بقى انك تعوم مع الفيل انك مش عارف ايه الحاجات اللى هى fun يعنى,هى يمكن أسيا دى عملت فيها أنشطة زى بقى انك تعوم مع الفيل انك مش عارف ايه الحاجات اللى هى ترفيهية يعنى,"Maybe what makes Asia different, that it has many activities like swimming with an elephant, or anything related to fun."
بس Europe لأ فى تحضر مش عادي,بس أوروبا لأ فى تحضر مش عادي,"But, Europe known by its high urbanization."
Venice و Milano ليه عشان,فينيسيا و ميلانو ليه عشان,"Venice and Milano, why? Because."
ليه؟ علشان Venice حلوة أوى، حلوة جدا جدا جدا، فكرة أنك ماشى كل حاجة بزي مركب صغيرة جدا، انه الدنيا سهله، خفيفه، و لذيذة، فيها elegance فظيعه,ليه؟ علشان فينيسيا حلوة أوى، حلوة جدا جدا جدا، فكرة أنك ماشى كل حاجة بزي مركب صغيرة جدا، انه الدنيا سهله، خفيفه، و لذيذة، فيها شياكة فظيعه,"Why? Because, Venice it is an extremely good country, the idea that the way of your transportation is by using something like a small boat, makes you feel that everything is going with ease and lightness. Actually you can feel with a great elegance."
و Milano عشان هي fashion و انا بعشق حاجه اسمها Fashion في شياكه كده فى اللى .. فى اللى .. فى ال .. في طريقة المشى مش فى اللبس في طريقة المشى نفسها,و ميلانو عشان هي أزياء و انا بعشق حاجه اسمها أزياء في شياكه كده فى اللى .. فى اللى .. فى ال .. في طريقة المشى مش فى اللبس في طريقة المشى نفسها,"And Milano, because it is known by fashion, and I adore something called fashion, there is an elegance in the .. in the .. in the .. way of walking, not the way to wear the clothes, but, in the way of walking itself."
دى كان بالنسبالى انا، دي كشخصيتى يعنى كشخصيتى انا,دى كان بالنسبالى انا، دي كشخصيتى يعنى كشخصيتى انا,"That is me, this is as my personality."
لأ هفكر الأول شوية عشان هتبقى على حسب ال+job أصلا إيه؟ حاجه انا عايزاها ولا لأ؟ اللغه ايه؟,لأ هفكر الأول شوية عشان هتبقى على حسب الوظيفة أصلا إيه؟ حاجه انا عايزاها ولا لأ؟ اللغه ايه؟,"No. At first, I will think, because it will depend on the job, what it will be this bob, if it is something I like or not? What is he language used?"
يعنى مثلا لو Paris هاقولك ماشى عشان انا كنت مدرسه French,يعنى مثلا لو باريس هاقولك ماشى عشان انا كنت مدرسه فرنساوي,"So, if it is Paris, I will tell you okay, because I was learning French at the school time."
بس برضه ال+job نفسها ايه؟,بس برضه الوظيفة نفسها ايه؟,"But, still, what will be the job?"
هت .. هتبقى عجبانى انا ولا مش عاجبانى؟,هت .. هتبقى عجبانى انا ولا مش عاجبانى؟,Am I going to like this job or not?
حلوة ولا مش حلوة؟,حلوة ولا مش حلوة؟,Is is it good or not?
طب هت .. هت+suit me اصلا ولا هغير career#ي خالص؟,طب هت .. هتناسبني اصلا ولا هغير مساري الوظيفي خالص؟,Is it .. is it going to suit me or am I going to switch and change the career?
دى كلها هتفرق معايا إذا كنت هوافق ولا لأ,دى كلها هتفرق معايا إذا كنت هوافق ولا لأ,"All of these are going to make a difference with me, if I am going to agree or not."
سافرت ..,سافرت ..,Traveled .
مش كثير قوى برضه يعنى,مش كثير قوى برضه يعنى,Not too much as well.
فى حاجات كتير أوى ماعرفهاش,فى حاجات كتير أوى ماعرفهاش,There are many things I don't know.
الاقصر واسوان رحت,الاقصر واسوان رحت,I went before to Luxor and Aswan.
هتجنن و اروح دهب مارحتهاش,هتجنن و اروح دهب مارحتهاش,"I want to go to Dahab, I never went there."
اسكندرية بقى و الحاجات ال .. المعروفة دي يعني,اسكندرية بقى و الحاجات ال .. المعروفة دي يعني,"I went before to Alexandria, and all these .. known places."
بس كثير قوى قوى جوا مصر لأ,بس كثير قوى قوى جوا مصر لأ,"But, it was too many here in Egypt. ."
فيوم طبعا اه,فيوم طبعا اه,And of course I went to Fayoum before.
بس مش كتير داخل القاهرة يعني,بس مش كتير داخل القاهرة يعني,"But, I didn't go to many places here in Cairo."
من سنتين حصلى حادثة كبيرة جدا جدا,من سنتين حصلى حادثة كبيرة جدا جدا,"From 2 years ago, I had a big accident."
و I lost memory for مثلا two three days,و فقدت الذاكرة مثلا يومين تلاتة,I lost memory for we can say two or three days.
days مافتكرهمش خالص,أيام مافتكرهمش خالص,Days I don't remember at all.
و الحادثة ماكانتش هنا كانت هناك فى محافظه تانيه,و الحادثة ماكانتش هنا كانت هناك فى محافظه تانيه,"And the accident was not here in Cairo, it happened in another governorate."
مافتكرش برضه فى تفاصيل كثيره مش فاكرها بس لما اتحكى لى وشوفت قد ايه إن أنا كان فى ثانيه ممكن اروح,مافتكرش برضه فى تفاصيل كثيره مش فاكرها بس لما اتحكى لى وشوفت قد ايه إن أنا كان فى ثانيه ممكن اروح,", I can't remember, there are many details as well I can't remember, but, I heard and I knew that I was almost near to lose my life in a second."
قعدت اربع شهور بتعالج من الحوار ده حصل حاجات كتيره جدا فى جسمى جدا,قعدت اربع شهور بتعالج من الحوار ده حصل حاجات كتيره جدا فى جسمى جدا,"I was receiving a treatment for 4 months, I was having many injuries in my body result from this accident."
فى كل حته,فى كل حته,In every place in my body.
من غير ما ادخل او ادخلكوا فى تفاصيل يعنى,من غير ما ادخل او ادخلكوا فى تفاصيل يعنى,Without telling you details.
بس لما انا عرفت ان انا I lost memory وعرفت ان انا هى two three days يعنى مش حاجة كبيرة جدا فاكرة طبعا القديم عادى جدا فاكرة قبل تفصيلة الحادثة بكل حاجه بس بعديها لما قومت حسيت اللى هو انا بزعل على ايه؟ مافيش حاجه اصلا يتزعل عليها,بس لما انا عرفت ان انا فقدت الذاكرة وعرفت ان انا هى يومين تلاتة يعنى مش حاجة كبيرة جدا فاكرة طبعا القديم عادى جدا فاكرة قبل تفصيلة الحادثة بكل حاجه بس بعديها لما قومت حسيت اللى هو انا بزعل على ايه؟ مافيش حاجه اصلا يتزعل عليها,"But, after I knew that I lost memory and I knew that it was for two three days it is a short time, so, I found that I am still able to remember any old memories except the details of the accident, that's why I asked myself why am I feeling upset? there is nothing to make me feel upset."
من ساعتها اتغيرت جدا فى التفكير حتى الزعل نفسه بقيت افكر فيه اللى هو ازعلى بس ازعلى الزعل العادى، مش ان انت انا متضايقة قوى ان مثلا ال+job دى راحت منى، انا متضايقة قوى ان انا متخانقة مش عارف مع مين، لأ فى حاجات اكثر من كده بكثير,من ساعتها اتغيرت جدا فى التفكير حتى الزعل نفسه بقيت افكر فيه اللى هو ازعلى بس ازعلى الزعل العادى، مش ان انت انا متضايقة قوى ان مثلا الوظيفة دى راحت منى، انا متضايقة قوى ان انا متخانقة مش عارف مع مين، لأ فى حاجات اكثر من كده بكثير,"From that time of the accident, my way of thinking changed. For example: if there is something happened that might annoy me, so, I will take the decision to think if it is something deserves to get upset on it or not. The same, if lost a job or I argued with someone, because there are other important things to thin about."
بص دى حلوه دى حلوه بس الفكره ان انا ساعات لما بشتغل مع team بقول خلاص بقى هم هيعملوا فى مابشتغلش ف .. فلو لوحدي .. لو لوحدى هانجز اكثر,بص دى حلوه دى حلوه بس الفكره ان انا ساعات لما بشتغل مع فريق بقول خلاص بقى هم هيعملوا فى مابشتغلش ف .. فلو لوحدي .. لو لوحدى هانجز اكثر,"Look, both are good, but, sometimes I think if I am going to work with a team so, I will depend on them, and I may not work, but, if I am going to work by myself, then, I will work more and faster. ."
بفضل اشجع,بفضل اشجع,I usually encourage and motivate.
أنا أكتر واحدة بتدى motivation للناس,أنا أكتر واحدة بتدى تحفيز للناس,I am from the persons who usually gives motivation to people.
لازم أفضل اشجعه وأدى motivation وابتدى أقول طب لو احنا لو معملناش كذا طب هنعمل كذا، نبتدى ان احنا نرجعه بقى تانى عشان الدنيا ماتقعش مننا خالص,لازم أفضل اشجعه وأدى تحفيز وابتدى أقول طب لو احنا لو معملناش كذا طب هنعمل كذا، نبتدى ان احنا نرجعه بقى تانى عشان الدنيا ماتقعش مننا خالص,"I have to encourage and give motivation and start by saying that if we are not going to do X, then, what can we do, trying to save what is remained ."
بصى طبعا مديرتى و لو هنطلع بقى برا الجامعة بابايا و مامتى طبعا,بصى طبعا مديرتى و لو هنطلع بقى برا الجامعة بابايا و مامتى طبعا,"Of course my manager, and if we are talking about someone outside the university, then, it will be of course my father and my mother."
طبعا لإن هم بيشجعونى على كل حاجه فى حياتى سواء بقى شغل سواء relation سواء اى حاجه فى الحياة,طبعا لإن هم بيشجعونى على كل حاجه فى حياتى سواء بقى شغل سواء علاقة سواء اى حاجه فى الحياة,"Of course because they are the ones who are usually motivate and encourage me on everything in my life whether a job, relation or anything in my life."
هم اكثر ناس بي+support وني حتى فى الوحش هم واقفين معايا,هم اكثر ناس بيدعموني حتى فى الوحش هم واقفين معايا,"They are the most persons who can support me, even in the worst situations. ."
Respected لإنه الناس لو .. لو احترمتك هتبقي .. هتبقي already اصلا محبوبة من .. من الناس كلها لكن لو محبوبة مش شرط,الناس تحترمني لإنه الناس لو .. لو احترمتك هتبقي .. هتبقي خلاص اصلا محبوبة من .. من الناس كلها لكن لو محبوبة مش شرط,"Respected, because if people .. if they respect you, they will be already .. already liked from .. from all the people, but, if you are liked, then, it is not a condition to be respected."
انتى ممكن محبوبة ل .. لشكلك، لحاجة انتي عملتيها لكن مش لشخصك انتي,انتى ممكن محبوبة ل .. لشكلك، لحاجة انتي عملتيها لكن مش لشخصك انتي,"You can be liked because of .. your look, something good you did, but, not for your personality."
لا شويه سهل علشان انا دايما بحب ان انا ابقى قاعدة م .. يعني انا من النوع ال+sociable أوى مع الناس بصراحة,لا شويه سهل علشان انا دايما بحب ان انا ابقى قاعدة م .. يعني انا من النوع الاجتماعي أوى مع الناس بصراحة,"No, it is a little bit easy, because I always like to spend time at home, actually I am not very sociable with people."
لو أقل لأ,لو أقل لأ,"If it is less, no."
و لو اكثر بزيادة قوي قوي قوي ب .. ببقى اه مش عارفه اتعامل شويه,و لو اكثر بزيادة قوي قوي قوي ب .. ببقى اه مش عارفه اتعامل شويه,"If it is too much, so, I .. I find myself can't deal very much."
بحس ان هم شويه different,بحس ان هم شويه مختلفين,I feel they are different.
بحس ان هم فى attitude كده انا مش عارفه ا+fake#ه لإن بيبقى في fakeness شوية كثير,بحس ان هم فى سلوك كده انا مش عارفه امثله لإن بيبقى في تزييف شوية كثير,I feel they are in attitude where I can't be fake because there is too much fakeness.
بصي هى صفة بحبها و مابحبهاش فى نفس الوقت بصراحه ان انا طيبة قوى مع الناس و دى حاجه مش .. يعنى حلوه ومش حلوه,بصي هى صفة بحبها و مابحبهاش فى نفس الوقت بصراحه ان انا طيبة قوى مع الناس و دى حاجه مش .. يعنى حلوه ومش حلوه,"Look, it is something I like and don't like at the same time in my personality, that I am very kind with the people, and that is something .. good and bad at the same time."
ليه حلوة؟,ليه حلوة؟,Why is it good?
ليه حلوة؟ علشان انا مابعرفش اسيب حد محتاج منى حتى حاجه ان انا لازم اعملها,ليه حلوة؟ علشان انا مابعرفش اسيب حد محتاج منى حتى حاجه ان انا لازم اعملها,Why is it good? Because I can't leave a person who needs a help from me without supporting him/her.
انا لازم انا .. مش .. مش اجبار انا حابه ان انا اساعد، حابة ان انا اعمل، حابة ان انا اتكلم، حابة ان انا أقف، حابة حابة حابة، بس فى نفس الوقت ساعات بتيجى point كده ان هي جاية عليكي قوي,انا لازم انا .. مش .. مش اجبار انا حابه ان انا اساعد، حابة ان انا اعمل، حابة ان انا اتكلم، حابة ان انا أقف، حابة حابة حابة، بس فى نفس الوقت ساعات بتيجى نقطة كده ان هي جاية عليكي قوي,"I, it is must be me .. It is not .. it is not something mandatory, but, I like to help, I like to work, I like to talk, I like to stand, I like like like, but, at the same time, there is a point I reach where I feel that I stressed on myself."
مانت طيبه بقى فخلاص عادى يعنى طب نيجى عليها مش مشكله,مانت طيبه بقى فخلاص عادى يعنى طب نيجى عليها مش مشكله,"You are kind, so, there is no problem if we stressed on her."
الكدب,الكدب,Lying.
انى ساعات ببقى باردة,انى ساعات ببقى باردة,Sometimes I feel I am cool. .
حاجة weird؟,حاجة غريبة؟,Something weird?
بص انا عندي كده حاجه دايما بعملها غريبة شوية لو انا مثلا اشتريت اي حلق، اي حلق بمعنى اي حلق، ففي ناحية يمين و ناحية شمال، لازم اليمين البسها فى اليمين و الشمال فى اليمين و لازم ترجع فى نفس الحاجة، لو ماحصلتش بتحصل كارثة من كوارث الزمن,بص انا عندي كده حاجه دايما بعملها غريبة شوية لو انا مثلا اشتريت اي حلق، اي حلق بمعنى اي حلق، ففي ناحية يمين و ناحية شمال، لازم اليمين البسها فى اليمين و الشمال فى اليمين و لازم ترجع فى نفس الحاجة، لو ماحصلتش بتحصل كارثة من كوارث الزمن,"Look, there is something I usually do, but it is slightly weird, for example: if I bought any earring, whatever it is, there is right side and left side, so, I have to wear the right piece in the right side, and the left piece on the right side, and it must be returned, and if this not happened, then, it will be one of the big problems."
لو عارفة أن اللي قدامي يعني بيحور عليا و انا عارفة ان هو كداب جدا فدي ب .. بتوترني جدا مابقاش عارفة اثبت العكس,لو عارفة أن اللي قدامي يعني بيحور عليا و انا عارفة ان هو كداب جدا فدي ب .. بتوترني جدا مابقاش عارفة اثبت العكس,"if I knew that the person who is talking in front of me is lying, so, this .. this stressed me and I feel that I can't prove the oppposite."
بمثل بقى,بمثل بقى,Acting .
اه ده على طول انا بعمل كده اصلا,اه ده على طول انا بعمل كده اصلا,"Yes , I usually do this."
و بدخل مواضيع فى بعض عشان أبين أن أنا لأ ده انا بصوا بقى ده انا عندى كمان كذا و كذا و كذا و كذا,و بدخل مواضيع فى بعض عشان أبين أن أنا لأ ده انا بصوا بقى ده انا عندى كمان كذا و كذا و كذا و كذا,"I usually interfere different topics together to show my qualifications, that I have X, Y, Z ."
بص لو حد قريب مني وفاهمني بيبقى عارف أن أنا بحور بس لو حد لسه اول مره اشوفه ثانى مره اشوفه مش قريب يعنى بيكمل معايا عادى حاسس ايه ده دى دماغها حلوه قوى و انا ولا الهوا طبعا,بص لو حد قريب مني وفاهمني بيبقى عارف أن أنا بحور بس لو حد لسه اول مره اشوفه ثانى مره اشوفه مش قريب يعنى بيكمل معايا عادى حاسس ايه ده دى دماغها حلوه قوى و انا ولا الهوا طبعا,"Look, if I am talking with a close person, then, she will know that I am telling her fake things, but, if I talked with someone not close to me, she would get impressed with my way in thinking, and that is not real. ."
لأ استحالة,لأ استحالة,"No, impossible."
حياتي كلها عليه,حياتي كلها عليه,all my life depends on it.
Whatsapp عليه و instagram عليه و شغلي اصلا كمان عليه,واتساب عليه و انستجرام عليه و شغلي اصلا كمان عليه,"I have Whatsapp and Instagram, actually all my work is on it"
يعني أنا بستخدم ال+instagram و ال+social*media عامة لشغلي فانا على طول هو كل حاجة فى حياتي,يعني أنا بستخدم الانستجرام و التواصل الاجتماعي عامة لشغلي فانا على طول هو كل حاجة فى حياتي,"I use Instagram and social media in general for my work, so, mobile phone is all my life."
طيب انا ممكن اقنعقوا مثلا ان انتوا تسيبوا ال+career بتاعكوا او شغلكوا و تيجوا ان انتوا تبقوا مذيعين,طيب انا ممكن اقنعقوا مثلا ان انتوا تسيبوا المسار الوظيفي بتاعكوا او شغلكوا و تيجوا ان انتوا تبقوا مذيعين,Okay. I can convince you to do career shift and become presenters.
"ليه بقى تبقى مذيعين لسبب انت دلوقت جيت عملت معايا interview مافكرتش مثلا انا و انا هعمل معاها interview, هي اصلا مذيعة، طب و بعدين؟","ليه بقى تبقى مذيعين لسبب انت دلوقت جيت عملت معايا مقابلة مافكرتش مثلا انا و انا هعمل معاها مقابلة, هي اصلا مذيعة، طب و بعدين؟","Why to be presenters? Because now you if I am going to do an interview you didn't think for example I while doing this interview with her, is she a presenter or not, and then what?"
لأ,لأ,No.
فانا شايفة ان انت لما جيت و عملت معايا interview انت حطيت confidence فى نفسك فظيعه,فانا شايفة ان انت لما جيت و عملت معايا مقابلة انت حطيت ثقة فى نفسك فظيعه,"So, I see that while doing an interview with me, you put a great confidence in yourself."
رتبت اسئلتك,رتبت اسئلتك,Arranged your questions.
عملت script او انتوا الإتنين عملتوا script حلو قوي,عملت نص او انتوا الإتنين عملتوا نص حلو قوي,You did a script or both of you did a very good script.
اتكلمتوا بطريقه منظمة جدا عشان تثبتوا نفسكوا مذيعين,اتكلمتوا بطريقه منظمة جدا عشان تثبتوا نفسكوا مذيعين,You talked with a very organized way to prove yourselves as presenters.
فده يخليني ان انا شايفة فيكوا اه السؤال كان مترتب، الدنيا كانت ماشية مظبوط، ال+script متتحضر، الأفكار كلها جاهزة,فده يخليني ان انا شايفة فيكوا اه السؤال كان مترتب، الدنيا كانت ماشية مظبوط، النص متتحضر، الأفكار كلها جاهزة,"Therefore, this makes me see that the question was arranged, everything was going organized, and the script itself was prepared, actually all the ideas are ready."
فده يخليني اقول ايه ده لأ ينفعوا يبقوا مذيعين,فده يخليني اقول ايه ده لأ ينفعوا يبقوا مذيعين,"So, this makes me feel convinced that you can be presenters."
فانتوا ممكن تلاقوا نفسكوا أن أنتوا تفكروا أنه أنا ليه ماشتغلش مذيع؟,فانتوا ممكن تلاقوا نفسكوا أن أنتوا تفكروا أنه أنا ليه ماشتغلش مذيع؟,"So, this can make you ask yourselves, why am I not be a presenter?"
انا نجحت فى ال .. فى ال .. فى ال .. في اللي انا باعمله ده و نجحت فى ان انا اسألها وهى ردت على كل حاجة وماحسيناش ان هى بتبصلنا ازاي هم مش مرتبين كده فده يديكوا ثقة في نفسكوا جدا ان انتوا تبقوا مذيعين,انا نجحت فى ال .. فى ال .. فى ال .. في اللي انا باعمله ده و نجحت فى ان انا اسألها وهى ردت على كل حاجة وماحسيناش ان هى بتبصلنا ازاي هم مش مرتبين كده فده يديكوا ثقة في نفسكوا جدا ان انتوا تبقوا مذيعين,"I succeeded in .. in the .. in the thing I am doing, and in asking her the questions and she answered all the questions, and we didn't feel that she lost, but on the other hand I found that everything was going smoothly and arranged, and that of course will let you feel self confidence to become presenters."
هى مش بال+certificate خالص خالص,هى مش بالشهادة خالص خالص,It is not related to the certificate at all.
انا اه أنا متخرجة masscom بس كل .. نص الناس .. نص الناس اللى بتشتغل فى المجال ده خالص,انا اه أنا متخرجة إعلام بس كل .. نص الناس .. نص الناس اللى بتشتغل فى المجال ده خالص,"Yes, I am a Masscom graduate, but all .. half the number of the people .. half the number of people who work in this field"
الموهبة و ثقة,الموهبة و ثقة,The talent and self confidence.
لو اديت ثقة فى نفسك حتى جامد قوي قوي قوي قوي ده يخليك ان انت تبقى مذيع و انت حاطط رجل على رجل كمان,لو اديت ثقة فى نفسك حتى جامد قوي قوي قوي قوي ده يخليك ان انت تبقى مذيع و انت حاطط رجل على رجل كمان,"If you felt with a high self confidence, then, this will help to let you become a presenter. ."
أنا من أسكندرية,أنا من أسكندرية,I am from Alexandria.
و .. ال+background بتاعتي أنا مدرسة national English بس.,و .. الخلفية التعليمية بتاعتي أنا مدرسة قومية إنجليزي بس.,"My background is I was at national school, English only."
